Pub No.,Pub Name,Date,Compliance,Title Description
SE70-09,Fuel Valve Wire / Nose Gear Col / Seat Adj Handle,04/28/1970,,See Publication,Use .018 Inch Mild Steel Wire To Safety Valve In On Position. Use Shims To Maintain Proper Fit. Steel Handle Used To Provide More Strength.,
SE70-01,Improved Propeller Spinner Installation,01/16/1970,61,See Publication,Announces Latest Spinner And Bulkheads,
SE69-27,Exhaust Valve Leakage (See SE69-3),12/31/1969,72,See Publication,Continental Service Bulletin M69-14 Attached,
SE69-28,NAS679A3 Lock Nut Replacement,12/31/1969,98,See Publication,10-32 Size Lock Nuts Require Replacement,
SL67-39,Shockmounting Of The Lower Cowl,07/14/1967,54,See Publication,2 Rubber Shockmounts Added To Lower Cowl For Better Support,
SL67-02,Light Weight Magneto Improvements,01/10/1967,74,See Publication,Continental Service Bulletin M66-13 On Slick 4001 Series Mag,
SL65-094,Firewall Doubler / Engine Mount Change,10/08/1965,54,See Publication,Inspect For Wrinkles And Install Doubler. New Engine Mount With Doublers Installed.,
SL65-048,Cessna-crafted Oil Filter Adapter,05/04/1965,79,See Publication,Inspect Nut Torque And Oil Return Hole And Replace As Req'd,
SL65-025,Brake Disc Modification,03/09/1965,32,See Publication,Replace Bonded Coil Disc With Solid Plate Disc,
SL65-019,Fuel Trans Gasket / Ant Dampener / Nose Gear Conv,02/19/1965,28,See Publication,Announces New Gasket For Spares. Install Dampener For Added Vhf Antenna Support. Announces Kit To Convert Standard To Oversize Nose Wheel.,
SL65-010,Pulley Bracket Stiffener / Lower Rudder Spar Mod,01/29/1965,27,See Publication,Inspect Flap Pulley Brkt. Stiffener & Reinstall As Required. Install Reinforcement Angle At Bellcrank Attach Point.,
SL64-61,Oil Filter Element Replacement,12/22/1964,79,See Publication,Follow Proper Procedures When Replacing Filter Element,
SL64-08,Plastic Control Wheel Inspection,02/14/1964,27,See Publication,Inspect For Cracks And Conduct Pull Test,
SL63-48,Service Information - 1964 Models,10/15/1963,98,See Publication,Service Features Noted - Electrical Loading Charts Attached,
SL63-30,New Metal Reinforced Assist Strap,07/09/1963,25,See Publication,New Two-piece Strap Replaces Plastic Strap,
SL63-26,New Electric Clock,06/11/1963,,See Publication,More Tolerant Of Low Battery Voltage Condition,
SL63-24,Marker Beacon Antenna / Hydro Test Pump Exchange,05/17/1963,,See Publication,Rod-type Antenna Replaces Mast/wire Antenna. Fillets Need To Be Stressed Outward.,
SL62-41,Modification Of 500 X 5 Wheels (Cleveland),04/24/1962,32,See Publication,Modify Wheels To Use Tube-type Tires,
SL62-28,Marker Beacon Mast Modification,03/23/1962,34,See Publication,Reverse Mast And Install Insulation Sleeves On Antenna Wire,
SL150-25,Cantilever Brake Clip - Goodyear,05/12/1961,32,See Publication,Goodyear Kit P/N 9500188 Solves Problem Of Broken/lost Clips,
SEL-74-05,Ignition-Transmittal Of Continental Motors SB 15-,10/21/2019,74,Recommended,Ignition-Transmittal Of Continental Motors SB 15-4A, Lycoming SB 622A, And Champion Aerospace Slick Service Bulletin SB1-15A,
SNL10-11-R01,Teledyne Continental Motors Inspection of Ignitio,12/10/2010,,Informational,Teledyne Continental Motors Inspection of Ignition Harness Attachment Plate,
SNL10-5,Ethanol Based Fuel Not Approved For Use In Cessna,05/18/2010,,Informational,Ethanol Based Fuel Not Approved For Use In Cessna Airplanes,
SEB07-9,Gray Tinted Side and Aft Windows Availability,11/05/2007,56,Optional,To announce that gray tinted side and aft cabin windows are available to replace existing windows.,
SEB06-5,Electrical Ground Strap Inspection,09/11/2006,24,Mandatory,It has been determined that some electrical ground straps may not have been manufactured correctly. The ground straps shall be inspected and if necessary, replaced as  described in this Service Bulletin. Non-compliance with this Service Bulletin could allow corrosion to form on the ground strap and adjacent attachment points and potentially affect the performance of the electrical and avionics systems and related components.,
SEB06-1,Gray Tinted Windshield Availability,02/27/2006,,Optional,SEB06-1 has been issued to announce that gray tinted windshields are available to replace existing windshields.,
SEB04-4,Fuel Hose Inspection,09/13/2004,28,Mandatory,To inspect and verify approved fuel hose installed.,
SEB02-3,Dry Vacuum Pump & Coupling Replacement ,02/18/2002,37,Mandatory,To provide replacement time requirements for engine driven dry vacuum pumps, electric standby vacuum pumps and vacuum pump drive couplings.,
SEB95-3R1,Flap Support Inspection & Roller Washer Install.,09/17/2001,,Mandatory,Service experience indicates potential for wearing of the flap supports by the flap rollers.  Inspection of the flap supports & rollers along with modification to install stainless steel washers on each side of the forward rollers shall be accomplished.,
SNL99-14,Maintenance Practices - Airplane Gyro Instruments,11/15/1999,34,Optional,Gyro Handling Procedures,
SEB99-19,Engine Carburetor Fuel Inspection,11/01/1999,73,Mandatory,To Inspect Engine Carburetor For Possible Fuel Contaminates,
SEB99-11,Window Latch Modification,08/16/1999,56,Optional,Provides Detailed Procedures For Replacement Of Window Latch,
SEB98-09,Airborne Vacuum Pump Inspection,11/02/1998,37,Mandatory,Transmit Airborne Air & Fuel Products Service Letter #48,
SEB96-07,AN3-5A Bolt Inspection/replacement,05/10/1996,98,Recommended,Bolts Shipped 8/2/94-4/6/95 Do Not Meet Shear Strength Spec.,
SEB96-06,Fuel Transmitter Float Modification/Transmitter,04/19/1996,28,Mandatory,Prevent Fuel Trans. Float From Contacting Drain Valve Ass.,
SEB93-01R1,Engine Oil Filter Adapter Inspection,10/28/1994,79,Mandatory,Engine Oil Filter Adapter Inspection,
SEB94-09,Inspection Of Riveted Impulse Couplings And Stop ,05/27/1994,74,Mandatory,This Bulletin Supersedes SEB92-6,
SNL93-09,Field Inspection And Repair Of Mccauley Propeller,12/10/1993,61,Informational,Repairs To Obtain Optimum Service Life Of Mccauley Propeller,
SEB93-06,Magneto Impulse Coupling Installation Procedures,06/25/1993,74,Mandatory,Transmit TCM Bulletin M93-10 & TCM Ignition Bulletin No. 639,
SEB92-22R1,Carburetor Float Inspection,12/11/1992,73,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin No. 504,
SNL92-07,Approval Of Slick 4300 And 6300 Series Magnetos,10/09/1992,74,Informational,Ref. Slick Form L-1058-H, Textron Serv. Instr.1374B Or 1443A,
SNL92-04,New Cessna Service Directory,07/10/1992,98,Informational,Announces P/N D7437-13 Directory (Dated June 1992),
SNL89-15,Production Change For Aerofiche Publications,09/22/1989,98,Informational,All Future Aerofiche Production Will Be In Negative Format,
SNL89-14,Revised Progressive Care & Continuous Inspection,09/15/1989,05,Informational,Announces P/N D5552-2-13 Operations Manual,
SNL88-06,Revised Progressive Care & Continuous Inspection,03/25/1988,05,Informational,This Publication Superseded By SNL89-14,
SEB87-04,Aileron Hinge Inspection,06/12/1987,27,Recommended,Applies if 0523816-1 Hinges were Installed I/A/W SE84-22,
SNL86-06R1,Slick Master Service Manual Availability,02/21/1986,98,Informational,Announces New Slick Master Service Manual P/N F-1100,
SNL85-17,Induction Air Filter Replacement (AD 84-26-02),03/29/1985,71,Informational,Paper Type Air Filters - Replace Every 500 Hours,
SNL85-01,New Cessna Service Information System,01/18/1985,98,Informational,New Service Bulletin, Service Newsletter & Ssn Categories,
NL83-19,Windshield Sealant Kit - Nonpressurized Aircraft,09/02/1983,56,Informational,Contains Sealant, Applicators And Instructions Only (TMK01),
SE82-39,Bendix Magneto Impulse Coupling Flyweight Inspect,10/01/1982,74,Mandatory,Inspect Magnetos With Less Than 300 Operating Hours,
NL81-07,Use Of Multi-viscosity Oil In TCM Engines,06/19/1981,79,Informational,TCM Service Bulletin M81-11 Has Been Superseded By M82-8,
SE80-87,Fuel Contamination,10/27/1980,28,See Publication,Procedures To Discover, Remove, And/or Prevent Contamination,
SE80-86,Electrical System Improvements,10/20/1980,24,See Publication,Emphasizes Recent Product Improvements,
SE80-41,Slick Magneto Impulse Couplings,03/31/1980,74,See Publication,Lycoming Service Bulletin #449 And Tcm Service Bulletin #m80-7,
SE80-39,Carburetor Heat Hose,03/24/1980,72,See Publication,Reduce Possibility Of Water Collecting In Heat Air Hose,
SE79-54,Flap Follow Up Cable Clamp / Fuel Hose Replace,11/05/1979,27,See Publication,Credit Program Extended Until March 1, 1980.,
SE79-16S1,Flap Follow Up Cable Clamp - (AD80-06-03),07/23/1979,27,See Publication,Revised Service Kit Instructions Are Attached,
SE79-06,Engine Control Attachment,04/16/1979,76,See Publication,Improved Attachment For Throttle, Mixture & Prop Controls,
SE79-16,Operation Blue Ribbon - Flap Cable Clamp - (ad80-,03/19/1979,27,See Publication,New Clamp P/N 0460216-1 Has Been Lengthened,
SE78-40S2,Fuel Vent Tube Position,10/23/1978,28,See Publication,Revised Instructions For 150, 152 & 172,
SE78-01,Nutplate Inspection - Vertical Fin Attach Bracket,01/30/1978,55,See Publication,Some Nutplates Were Improperly Heat-treated,
SE77-23S2,Magneto Timing And Engine Baffle Inspection,10/03/1977,71,See Publication,Continental Service Bulletin M77-12 Supplement 1 Attached,
SE75-23,Carburetor Airbox Improvement,10/17/1975,71,See Publication,New Airbox Utilizes Replaceable Teflon Bushings,
SE75-08,Nose Wheel Assembly Change (McCauley),04/04/1975,32,See Publication,This Bulletin Applies If SE74-26 Has Been Accomplished,
SE73-39,Ignition Switch Relubrication,12/07/1973,74,See Publication,Gerdes P/N C292501-0105 Switches Require Relubrication,
SE73-06,Exhaust Sys / Sheet Metal Screw / Starter Circuit,03/23/1973,25,See Publication,Design Changes To Improve Reliability And Service Life . Remove Screw Which Attaches Inst. Panel Cover To Fuse Panel. Moves Wire From 10-amp Inst. Light Fuse To 15-amp Flap Fuse.,
SE72-02S1,Wing Flap Actuator Modification (AD72-03-03),03/24/1972,27,See Publication,Serial Number Applicability, Instructions & Kits Revised,
SE71-17R1,Carburetor Throttle Arm Attachment,02/25/1972,73,See Publication,Check For Security And Proper Safetying,
SE72-02,Wing Flap Actuator Modification (AD72-03-03),02/21/1972,27,See Publication,Modification Adds Hydraulic Snubber To Flap Actuator,
SE71-27R1,Cowl Flap Hinge Pin / Aileron Balance Weight Insp,11/12/1971,54,See Publication,New Hinge Pin Has An Additional Bend To Improve Security. Inspect Attachment Rivets - Replace With 5/32-inch.,
SE71-28,Spinner Bulkhead Rotation / Cabin Sealing,09/17/1971,61,See Publication,Proper Shimming And Double-stick Tape Can Be Used. Improves Cabin Water Leak Prevention.,
SE71-22,Main Wheel Brake / Flap Pos Ind / Throttle Cable,07/23/1971,32,See Publication,Use Liquid Sealer & Limit Torque To 60 Inch Pounds. New Follow-up Cable Available - Less Internal Friction. Changed From A Bronze To A Steel Rod At Engine End.,
SE68-29,Fuel Line Insp / Braided Steel Covered Fuel Lines,10/29/1968,28,See Publication,Inspect For Chafing At Doorpost. Maintain Proper Clearance Of One-half Inch Minimum.,
SL67-26,Omniflash Beacon Bulb (150 Watt Bulb Replace),05/16/1967,33,See Publication,Minimizes Inst. Light Dimming & Omni Needle Fluctuation,
SL66-08,Inboard Seat Belt / Seat Rail / Horizontal Stab,02/18/1966,25,See Publication,Existing Bolt And Lug Replaced With Eyebolt.  Modification Provides More Leg Room. Special Attention Recommended In This Area.,
SL65-075,Rudder Thrust Washer,08/06/1965,27,See Publication,Announces Thrust Washer On Rudder Lower Hinge Bearing,
SL65-059,Cessna-crafted Oil Filter Termination,06/08/1965,79,See Publication,Terminates Use Of Cessna-crafted Oil Filter,
SL64-52,1965 Model 150 And 172/Skyhawk Service Info,10/23/1964,98,See Publication,Announces Service Features On Model 150 & 172,
SL64-46,Nose Strut Pack Ring Support,08/25/1964,,See Publication,Announces New Pack Ring,
SL64-08S3,Plastic Control Wheel Inspection,05/15/1964,27,See Publication,Labor Costs Now Included In Credit Program,
SL64-04,Terminal Clearance/ Fuel Tank Baffle Inspection,01/31/1964,28,See Publication,Switch Rotated And A Plastic Cover Installed. SL63-54 Not Applicable To Model 150 With Standard Tanks. Corrects Manual To Allow Use Of Detergent Oil In First 25 Hr.,
SL64-05,Rudder Pedal Pin / Lever Finish / Landing Gear,01/31/1964,32,See Publication,Install Shorter Brake Link Pin-avoids Control Cable Rubbing. Announces Availability Of New Epoxy Paint From Cessna. Announces New 'o' Ring And Leather Back Up Ring.,
SL63-53,Main Landing Gear Inspection - Lower Outboard Ang,11/26/1963,32,See Publication,Loose Rivets Should Be Replaced With AN3-10A Bolts,
SL150-28,Landing Gear Bulkhead Inspection,11/17/1961,32,See Publication,Inspection And Possible Replacement Necessary,
SL150-20,Model 150 Map Compartment Brace,11/18/1960,25,See Publication,Prevents Vertical Movement Of The Aft Part Of Map Case,
SL150-13,Sealing Fuel Filler Neck Assembly,12/08/1959,28,See Publication,Fuel Filler Neck Assembly Procedure Revised,
SL150-11S1,Model 150 Muffler Replacement,10/20/1959,78,See Publication,Clarified Credit Expiration Dates,
SNL59-04-13,Single Engine Maintenance Manual,04/13/1959,,Informational,This Publication Is Inactive,
SEL-27-02R1,Flight Controls-Detailed Visual Inspection of Rud,10/07/2020,,Mandatory,Flight Controls-Detailed Visual Inspection of Rudder Horn For Corrosion ,
SEL-74-06R1,Ignition-Transmittal of Continental Motors SB19-0,03/24/2020,74,Mandatory,Ignition-Transmittal of Continental Motors SB19-02A, Lycoming SB637, and Champion Aerospace Slick Service Bulletin SB1-19,
SEL-74-03,Transmittal of Continental Motors, Inc. Service B,10/17/2012,,Mandatory,Transmittal of Continental Motors, Inc. Service Bulletin SB12-3 and Slick Service Bulletin SB1-12,
SEB06-1R1,Gray Tinted Windshield Availability,05/21/2007,56,Optional,To include additional windshield part numbers and airplane applicability to the Material section.,
SNL06-8,Propeller Blade Leak Troubleshooting Instructions,04/10/2006,61,Informational,The purpose of Service Newsletter SNL06-8 is to provide assistance in identifying and assessing propeller oil leaks and determining the necessary corrective action.,
SNL04-5,FAA Approved Supplemental Type Certificates ,05/31/2004,,Informational,FAA Approved supplemental type certificates (STC's) and FAA-PMA approved parts,
SEB02-7,Magneto Capacitor Inspection,12/23/2002,74,Mandatory,To transmit Teledyne Continental Ignition Systems Critical Service Bulletin CSB 02-8.,
SEB99-05,Wing Fuel Tank Vent Check Valve Inspection,04/26/1999,28,Mandatory,Inspect For S2359-1 Check Valve To Ensure Nonobstruction,
SNL98-09R1,New Pilot Safety And Warning Supplements,10/26/1998,11,Informational,Announce New Pilot Safety & Warning Supplement D5139-13,
SEB96-03,Engine Starter Gear & Clutch Assembly Inspection,04/12/1996,80,Mandatory,Transmit TCM Critical Service Bulletin CSB96-1,
AQK150-002M,Firewall Forward Engine Hose Kit,08/16/1995,,Not Applicable,Firewall Forward Engine Hose Kit (When modified by SK150-52; FA150 s/n's require this kit regardless of SK150-52),
SEB94-14,Fuel Quantity Gauge And Transmitter Replacement,07/15/1994,28,Recommended,Replace Stewart Warner Components With Rochester Components,
SNL94-06,Propeller Airplanes Serial Number Listing,05/20/1994,98,Informational,Revised Serial Number Listing Replaces SNL87-26,
SNL93-10,Cessna Customer Care Supplies And Pubs Catalog,12/30/1993,98,Informational,1994 Cessna Customer Care Supplies And Publications Catalog,
SEB93-07,Valve Retainer Key Installation Inspection,06/25/1993,72,Mandatory,Transmit TCM Mandatory Service Bulletin MSB93-12,
SEB92-04,Carburetor Composite Float Replacement,02/28/1992,73,Mandatory,Precision Airmotive Mandatory Service Bulletin MSA-1 Rev. 1,
SNL91-03,New Cessna Sales And Service Directory,07/26/1991,98,Informational,Announces P/N D7427-13 Directory (Dated May 1991),
SNL89-16,Customized Service Bulletin Listing Program,12/29/1989,98,Informational,Provides List Of All S/B's Applicable To Your Airplane,
SNL89-05,Propeller Aircraft Special Tools Catalog,03/31/1989,98,Informational,This Publication Supersedes P/N D5487-13 And P/N D5510-13,
SNL86-42,Reduced Freight Rates For Shipment Of TCM Engines,09/12/1986,98,Informational,Teledyne Continental Distributor Information Letter DIL86-10,
SE84-21,Nose Wheel Shimmy Troubleshooting,11/09/1984,32,Optional,Additional Maintenance Tips,
SE80-52,Flashing Beacon Power Supply,05/12/1980,33,See Publication,Instructions For Power Supply Testing And Replacement,
SNL76-08,Announcing Aerofiche For Cessna Publications,12/13/1976,98,Informational,Cessna Introduces Aerofiche Service Manuals & Parts Catalogs,
SE76-25,Wing Flap Actuator Inspection (AD77-02-09),12/13/1976,27,See Publication,Replace Non-heat-treated Ball Nut Assembly,
SNL76-07,Notice Of Cessna Publications Copyright,10/22/1976,98,Informational,Cessna Publications Are Not To Be Reproduced,
SE74-28S1,United Instrument Altimeter Directive(AD74-24-13),12/23/1974,34,See Publication,Provides Additional Accomplishment Instruction Information,
SE74-18,Fwd Prop Spinner / Engine Oil / Glider Tow Weight,08/23/1974,98,See Publication,Announces Improved Bulkhead For Longer Life. Reduces Oil Capacity To 8 Quarts. To Inform Of The 917 Pound Glider Weight For Model 150.,
SE73-38,Corrosion Prevention,11/30/1973,51,See Publication,New Techniques In Corrosion Protection, Prevention & Removal,
SE73-23,Hydraulic Line Inspection / Aft Tailcone Skin Mod,08/17/1973,53,See Publication,Interference May Exist Between Hyd. Line & Hose Assy.  Field Repair Kit For Tailcone Skin Cracking.,
SE73-13,Carburetor Drain Plug Inspection,05/23/1973,73,See Publication,One-time Special Inspection Required,
SE72-05,Door Hndl To Seat Back Clear / Rub Strip Deletion,03/03/1972,27,See Publication,Reposition Handle To Avoid Seat Interference. Remove Rub Strips Or Secure With Rivets.,
SE71-34,Nose Gear Fork Inspection - (AD71-22-02),11/01/1971,32,See Publication,Inspect And Replace Earlier Forks,
SE68-32,Improved Horizontal Stabilizer Attachment,11/15/1968,55,See Publication,Inspect Forward Attachment And Repair,
SNL68-10-18,Extended Service Life Between Engine Overhaul,10/18/1968,72,Informational,TCM Service Bulletin M68-15 And Lycoming Service Inst. 1009L,
SE68-27,Altimeter Modification Program,10/02/1968,34,See Publication,Provides Credit Expiration Date For SL67-52,
SL67-52,Altimeter Replacement And Modification Program,09/23/1967,34,See Publication,Applies To Some 'Weston Instruments' Model 22-374 Altimeters,
SL67-35,Starter Control Inspection,06/20/1967,76,See Publication,Flexible Inner Control Cable Available,
SL66-13S2,Model 150 Nose Gear Design Improvement,04/29/1966,32,See Publication,Emphasizes Three Important Specifications In SL66-13,
SL65-096,Fuselage Repair Jig Mod / Wing Spar Repair Kits,11/09/1965,51,See Publication,Modify Jig To Accept Swept Tail And Firewall Doublers. Announces Kits To Assist In Minor Repairs Of Wing Spars.,
SL65-017,Climb Fuel Flow Placard / Oil Filter Gasket,02/16/1965,11,See Publication,Install Maximum Climb Fuel Flow Placard. Install Thicker Gasket With Full Flow Oil Filter.,
SL64-08S4,Plastic Control Wheel Inspection,09/08/1964,27,See Publication,Inspect For Cracks And Conduct Pull Test - Contact Owners,
SL62-81,Governor And Throttle Control Rod End Change,12/14/1962,76,See Publication,Inspect Control For Looseness And Install New Rod End,
SL62-48,Pictorial Gyro Horizon Change,05/11/1962,34,See Publication,Install New Gyro With Heavier Plate If Horizon Vibrates,
SL150-26S1,Baggage Tie Down Straps - Airplanes With Adjustab,12/01/1961,25,See Publication,Credit Expiration Date Extended,
SL150-22S1,New Wheel And Brake Prices,03/07/1961,32,See Publication,Pricing Information Attached,
SL175-24S1,Inspection Of Stratoflex Fuel Hoses - Fuel Strain,12/06/1960,28,See Publication,Credit Expiration Date Extended For SL150-17,
SL150-19,New Control Column 't' Shaped Replaced With 'y' ,11/01/1960,,See Publication,This Publication Is Inactive,
SL150-18,Horizontal Stabilizer Attachment Inspection,09/27/1960,55,See Publication,Two Bolts Which Secure Rib To Fuselage Require Inspection,
SNL60-06-10,Tractair Test Kits And T-2 Service Instructions,06/10/1960,,Informational,This Publication Is Inactive,
SL150-15,Right Hand Muffler Inspection,03/28/1960,78,See Publication,Inspection And Possible Replacement Required Immediately,
SL150-12,New Brake Disc Clips,11/24/1959,32,See Publication,Improved Brake Disc Clip Has P/N 9524463 Stamped On Clip,
SEL-20-01R1,Standard Practices - Listing of Nondestructive Te,10/22/2014,,Informational,Standard Practices - Listing of Nondestructive Testing Facilities,
SEB10-3,Carburetor Float Replacement - Continental Engine,07/20/2010,,Recommended,Carburetor Float Replacement - Continental Engine Airplanes,
SEB07-6,Elevator Trim Tab Actuator Assy Inspection,08/13/2007,51,Mandatory,One report has been received of sheared groove pins on an elevator trim tab actuator chain sprocket.  It has been determined that the affected elevator trim tab actuators shall have the groove pins replaced and the actuator assembly inspected as described in SEB07-6.  Non-compliance with SEB07-6 could allow the elevator trim tab actuator chain sprocket to come loose.,
SNL06-5,Maintaining Current Service and Operational Info.,03/20/2006,,Informational,The purpose of this Service Newsletter is to inform Cessna Customers of the various options available to assist them in maintaining the currency of publications utilized for maintenance and operation of Cessna Propeller airplanes.
,
SNL05-16,FAA- Approved Deicing Program Update,11/21/2005,30,Informational,To announce FAA Flight Standards Information Bulletin FSAT 05-02: FAA - Approved Deicing Prgram Updated, Winter 2005 - 2006.,
SEB03-6,Vertical Tail Attach Bracket Inspection,11/10/2003,,Recommended,To inspect the vertical tail attach bracket and aft horizontal stabilizer spar for cracks.,
AQK150-001,Firewall Forward Engine Hose Kit,08/01/2000,,Not Applicable,Firewall Forward Engine Hose Kit,
SEB97-09,Fuel Strainer Assembly Inspection,11/17/1997,28,Mandatory,Inspect 0756005-2/-8/-9 Shipped From Cessna 12/12/96 & 9/5/97,
SNL97-02,Cessna Customer Care Supplies And Pubs Catalog,03/17/1997,98,Informational,1997 Cessna Customer Care Supp. & Pubs. Catalog (D7501-13),
SEB92-26R1,Additional Fuel Tank Drain Valves Installation,04/19/1996,28,Mandatory,Rev. Effec., Accomp. Section To Include Revised Service Kits,
SNL95-01,Cessna Customer Care Supplies And Pubs Catalog,01/20/1995,98,Informational,1995 Cessna Customer Care Supp. & Pubs. Catalog (D7469-13),
SNL95-02,Continued Airworthiness Program,01/20/1995,05,Recommended,Specifies Additional Inspections Which Should Be Performed,
SEB92-06R1,Magneto Impulse Coupling And Stop Pin Inspection,05/27/1994,74,Mandatory,SEB92-6 Is Superseded By Service Bulletin SEB94-9,
SEB94-12,Engine Oil Pressure Gauge Replacement,05/27/1994,77,Recommended,Replace Stewart Warner Component With Rochester Component,
SEB94-03,Rudder Spar Inspection/Replacement,02/25/1994,27,Recommended,Inspect Upper Hinge Bracket Location For Wrinkles Or Cracks,
SNL93-04,New Cessna Service Station Directory,07/16/1993,98,Informational,Announces P/N D7454-13 Directory (Dated May 1993),
SEB92-23,Fuel System Quick Drain Modification,09/04/1992,28,Mandatory,This Service Bulletin Supersedes SE81-24,
SNL90-13,Cessna Customer Care Supplies And Pubs Catalog,12/21/1990,98,Informational,1991 Cessna Customer Care Supplies And Publications Catalog,
SNL90-05,New Cessna Sales And Service Directory,06/22/1990,98,Informational,Announces P/N D7409-13 Directory (dated May 1990),
SNL87-27,Revision Status Checklist Cards For Technical Pub,11/13/1987,98,Informational,Also Includes Order Form P/N D5573-13,
SNL85-45,Cessna Owner Advisory Service,10/11/1985,98,Informational,Provides Application Form,
SE84-22,Aileron Hinge Assembly Improvement,11/30/1984,27,Optional,Features A Screw To Secure Hinge Pin In Position,
SE84-19,Instrument Light Dimming Circuit Troubleshooting,10/26/1984,33,Optional,S.E. Aircraft That Use Transistorized Dimming Circuit,
NL83-15,Wells Mfg. VR730 Voltage Regulator,05/13/1983,24,Informational,Do Not Use Automotive Electrical Components On Aircraft,
NL82-13,Dorne & Margolin Elt Battery Packs,12/03/1982,34,Informational,Dorne & Margolin Bulletin DM 254 Attached,
NL82-09,Vacuum Distribution System Troubleshooting,05/21/1982,37,Informational,Announces Airborne 343 Test Box & Troubleshooting Procedures,
SE78-40,Fuel Vent Tube Position,06/19/1978,28,See Publication,Inspect To Ensure Correct Position Of Vent Tube,
SE77-28,Inspection of Magnesium Wheel Hubs (McCauley),07/25/1977,32,See Publication,Inspect per McCauley Service Bulletin WB-2,
SE76-15,Spares Replacements Of S1596-60l Circuit Breaker,07/19/1976,39,See Publication,Announces Availability Of Kit To Install New Breaker,
SNL75-04,Spin Characteristics Booklet,08/08/1975,98,Informational,P/N D5010-13 Booklet Now Available,
SE74-26,Nose Wheel Assembly Modification,10/25/1974,32,See Publication,Convert Aluminum Flanged Wheels To Steel Flanged Wheels,
SE74-21,Slick Magneto Modification (AD74-08-05),09/27/1974,74,See Publication,Inspect Impulse Coupling Pawl Rivets And Replace Coupling,
SE73-20S1,Wing Strut Attachment Strap Replacement ,11/02/1973,57,See Publication,Serial Number Section Revised,
SE72-23,Prestolite Starter Clutch Overhaul,06/30/1972,71,See Publication,Announces Availability Of Replacement Components,
SE72-08,Radio Cooling 300 Nav/com,03/17/1972,98,See Publication,Announces Cooling Kit For Operations In High Temperatures,
SE71-39,Throttle Control/Tubular Landing Gear/Door Handle,11/24/1971,76,See Publication,Improved P/N C299505-xxxx Available. EA-9309 Adhesive Used To Bond Step. Spacer Added To Inside Door Handle.,
SE71-07,Flexible Fluid Hose Inspection,04/05/1971,98,See Publication,Inspection Intervals Revised Based On Field Experience,
SE70-30,Seat Frame Improvement,11/13/1970,25,See Publication,Reinforce Frame To Support Extended Seat Back,
SE69-23S1,Carburetor Drain Plug Inspection (AD 69-24-03),01/16/1970,73,See Publication,Compliance Procedure Attached,
SE69-23,Carburetor Drain Plug Inspection (AD 69-24-03),11/11/1969,73,See Publication,Inspect For And Remove Excessive Sealant,
SE68-23,Cessna-crafted Horizon Gyro Case Leakage,08/27/1968,37,See Publication,Install Tape To Prevent Leaks Around Glass,
SE68-22S1,Stall Warning Horn Improvement - (AD68-17-04),08/24/1968,27,See Publication,Revises Installation Instructions,
SE68-16,Glove Box Modification - (AD67-31-04),05/07/1968,27,See Publication,Modification To Protect Control Yoke Chain,
SL67-62,Winterization Information,12/12/1967,30,See Publication,Breather Line Insulation Kits Available,
SL67-58,Instrument Light Dimming Rheostat / Shimmy Dampen,11/07/1967,33,See Publication,Higher Capacity Rheostat Available (p/n 0713247-200). Revised Instructions Attached.,
SL67-44,Cylinder Head To Barrel Seepage / Continental SB,08/04/1967,72,See Publication,Continental Service Bulletin M67-13, M62-8S1, M67-1A, -3, -5, -9, -11, -12 Attached,
SL67-12,Voltage Reg Fuse / Batt Contactor / Rear Eng Muff,03/07/1967,,See Publication,Circuit Connected From Master Switch To Gen. Circuit Breaker. Now Has Stainless Steel Spring Inside Solenoid. New Improved - Strengthened Muffler Available.,
SL66-22,Rotating Beacon Modification (P/N 0700120-1),04/19/1966,33,See Publication,Spike Voltage Diode Added - Improved Beacon Bulb Available,
SL66-13S1,Model 150 Nose Gear Design Improvements,04/01/1966,32,See Publication,Correction To Credit And Return Program Section Of SL66-13,
SL66-12,New Improved Winterization Kit,03/01/1966,21,See Publication,Provides Improved Heater Output,
SL63-32,Special Tool Control Surface Travel,07/16/1963,,See Publication,P/N Se 716 Available From Cessna Parts Dept.  ,
SL62-26,Vacuum Relief Valve Improvements,03/23/1962,37,See Publication,Teflon Piston Replaces Nylon Piston,
SNL62-02-13,Electrical Loading Charts,02/13/1962,91,Informational,Charts Show Amperage Requirements For All Electrical Equip.,
SL150-23,Improved Muffler Assembly,01/17/1961,78,See Publication,Improved Muffler Assembly Available As Replacement,
SL150-17,Inspection Of Stratoflex Fuel Hoses - Fuel Strain,09/23/1960,73,See Publication,Inspection And Possible Replacement Required,
SL150-16,New Parking Brake Control System,06/24/1960,32,See Publication,Spring Wires Replaced With Link Chain And Springs,
SL150-09,Model 150 Muffler Inspection,07/01/1959,78,See Publication,Immediate Exhaust System Inspection Required,
SL150-03,Vibration Reduction In Cowling And Propeller,12/30/1958,71,See Publication,Two Doublers Should Be Added To The Lower Cowling Assembly,
SEB01-1R2,Rudder Stop Modification,09/17/2020,,Mandatory,To Provide An Enhanced Rudder Stop, Bumper, And Hardware,
SEL-74-04,Ignition - Transmittal of Continental Motors Ser,11/14/2016,74,Informational,Ignition - Transmittal of Continental Motors Service Bulletin SB15-5 and Lycoming Service Letter No. L264A,
